분야,분야 내 카테고리,서브 카테고리,순위,책이름,저자,줄거리,이미지
소설,나라별 소설,러시아소설,32,부활 1,레프 톨스토이,"제정 러시아를 뒤흔든 톨스토이의 문제작!러시아의 대문호 톨스토이의 마지막 불꽃같은 작품 『부활』 제1권. 신분을 뛰어넘은 사랑을 담은 이야기이자, 제정 러시아의 사회생활과 사회악을 담아낸 정치적 보고이며, 종교에 대한 고민과 답을 담은 철학서이다. 비평가들에게는 비판을, 대중들에게는 가장 큰 사랑을 받은 이 대작을 톨스토이의 문학 세계를 충실히 보여주는 번역으로 선보인다. 작품의 배경과 당시 상황을 고려하여 원작의 표현과 그 안에 담긴 톨스토이의 메시지를 최대한 정확하게 우리말로 옮기고자 했다.살인 누명을 쓴 창녀 카츄샤의 재판. 과거 그녀는 귀족 네흘류도프와 밀애를 나누다 쫓겨난 후 타락의 길로 접어들었다. 우연히 그녀의 재판에 네흘류도프가 배심원으로 참석하게 되고, 그는 그녀의 운명에 죄책감을 느낀다. ..",https://bookthumb-phinf.pstatic.net/cover/072/003/07200307.jpg?type=m5
소설,나라별 소설,러시아소설,33,부활 2,레프 톨스토이,"제정 러시아를 뒤흔든 톨스토이의 문제작!러시아의 대문호 톨스토이의 마지막 불꽃같은 작품 『부활』 제2권. 신분을 뛰어넘은 사랑을 담은 이야기이자, 제정 러시아의 사회생활과 사회악을 담아낸 정치적 보고이며, 종교에 대한 고민과 답을 담은 철학서이다. 비평가들에게는 비판을, 대중들에게는 가장 큰 사랑을 받은 이 대작을 톨스토이의 문학 세계를 충실히 보여주는 번역으로 선보인다. 작품의 배경과 당시 상황을 고려하여 원작의 표현과 그 안에 담긴 톨스토이의 메시지를 최대한 정확하게 우리말로 옮기고자 했다.살인 누명을 쓴 창녀 카츄샤의 재판. 과거 그녀는 귀족 네흘류도프와 밀애를 나누다 쫓겨난 후 타락의 길로 접어들었다. 우연히 그녀의 재판에 네흘류도프가 배심원으로 참석하게 되고, 그는 그녀의 운명에 죄책감을 느낀다. ..",https://bookthumb-phinf.pstatic.net/cover/072/003/07200308.jpg?type=m5
소설,나라별 소설,러시아소설,34,죄와 벌 1,도스토옙스키,"수식어가 필요 없을 정도인 불후의 명작으로, 젊은 시절 한 번쯤 이 책으로 청춘의 열병을 앓았다고 수많은 사람들이 말하는 책, 수도 없이 많은 소설가와 시인, 예술가들이 되풀이해 읽고 그들 창작의 원천으로 삼았다고 말하는 책 《죄와 벌》이 이번에 문예출판사에서 새로이 출판되었다. 이번 《죄와 벌》출간은 러시아어 번역 1세대로서 러한사전을 편찬하기도 한 김학수 교수의 번역본을 재출간했다는 데 의의가 있다. 유려한 문장과 자연스러운 우리말 사용으로 작품 속 대화나 고백, 사색을 정확하게 전달함으로써 눈에 보이듯 정확하고 생생하게 독자들에게 상황을 각인시키는 김학수 번역 《죄와 벌》은 러시아어 원전 번역본 가운데 손꼽히는 번역본이 될 것이라 감히 자부한다.",https://bookthumb-phinf.pstatic.net/cover/071/936/07193621.jpg?type=m5
소설,나라별 소설,러시아소설,35,롤리타,블라디미르 나보코프,"20세기 문학의 가장 아름다운 스캔들블라디미르 나보코프의 대표작롤리타, 내 삶의 빛, 내 몸의 불이여. 나의 죄, 나의 영혼이여. 롤-리-타. 혀끝이 입천장을 따라 세 걸음 걷다가 세 걸음째에 앞니를 가볍게 건드린다. 롤. 리. 타.‘롤리타’라는 이름을 호명하면서 시작해 ‘나의 롤리타’를 다시 호명하는 것으로 끝나는, 언어의 마술사 나보코프가 탄생시킨 20세기 문학의 가장 아름다운 스캔들 『롤리타』. ‘롤리타 콤플렉스’라는 용어를 탄생시켰고, 1967년 스탠리 큐브릭 감독에 의해, 1997년 에이드리언 라인 감독에 의해 두 번 영화로 만들어졌으며 대중가요를 비롯해 다양한 문화예술 분야에 소재를 제공하는 등 큰 영향을 미쳤다. 이 작품으로 ‘롤리타’는 나이..",https://bookthumb-phinf.pstatic.net/cover/071/251/07125190.jpg?type=m5
소설,나라별 소설,러시아소설,36,안나 카레니나 세트,레프 톨스토이,"19세기 러시아의 대문호 레프 톨스토이가 남긴 최고의 리얼리즘 소설. 위선, 질투, 신념, 욕망, 사랑 등 인간의 감정과 결혼, 계급, 종교 등 인간이 만들어 낸 사회 구조에 대한 톨스토이의 모든 고민이 집약된 소설이다. 동시대 작가인 도스토예프스키로부터 '완벽한 예술 작품'이라는 평가와, 러시아 출신 소설가인 나보코프로부터 '톨스토이 스타일의 정점'이라는 극찬을 받았다.스테판 공작이 가정교사와 바람을 피운 사건 때문에 부부 사이에 불황가 생기자, 그의 여동생 안나 카레니나는 이들을 화해시키기 위해 모스크바로 온다. 페테르부르크에서 고위 관리의 아내로, 한 아이의 어머니로 행복하게 살던 안나는 이곳에서 만난 브론스키 백작에게 사로잡히고 만다. 브론스키는 스테판의 처제 키티에서 구애하던 중이었으나 그 역시 안..",https://bookthumb-phinf.pstatic.net/cover/070/524/07052466.jpg?type=m5
소설,나라별 소설,러시아소설,37,카라마조프 가의 형제들 세트,도스토옙스키,"『카라마조프 가의 형제들』은 심오한 사상과 다양한 주제 등 내용 면에서뿐 아니라 그 분량도 방대한 편이다. 그러나 그럼에도 불구하고 극단적인 소재와 긴장감 넘치는 구성으로 인해 한번 손에 들면 끝까지 읽어 내려가게 된다. 부자간의 재산 다툼, 한 여자를 둘러싼 갈등, 결국 이런 반목에서 이어지는 친부 살해라는 다분히 선정적인 소재에, 범죄소설 혹은 추리소설 기법으로 쓰인 이 작품은 도스토예프스키의 다른 어떤 작품보다도 가독성이 높다. 여기에, 독특한 개성을 지닌 인물을 중심으로 이야기가 진행됨으로서 자극적인 사건은 보다 더 흥미롭게 전개된다. 독특한 개성과 사상을 대변하는 인물들이 빚어내는 비극적인 사건을 통해 도스토예프스키는 삶과 죽음, 사랑과 욕정 등 인간 존재의 근본 문제를 다루고..",https://bookthumb-phinf.pstatic.net/cover/070/524/07052468.jpg?type=m5
소설,나라별 소설,러시아소설,38,이반 일리치의 죽음,레프 톨스토이,삶과 죽음에 대한 대문호의 성찰!러시아의 대문호 똘스또이의 대표 중단편 『이반 일리치의 죽음』. 오늘의 관점에서 고전을 재평가하여 꼭 읽어야 하는 세계문학 작품들을 선보이는 「창비세계문학」 시리즈의 일곱 번째 책이다. 똘스또이의 중단편 중 가장 훌륭한 작품이라는 평가를 받는 이 소설은 삶과 죽음에 대한 거장의 성찰과 문제의식을 담고 있다.판사로서 남부럽지 않게 성공한 인생을 살아가던 이반 일리치. 성공의 정점에서 갑자기 원인 모를 병에 걸려 서서히 죽어간다. 죽음 앞에서 그는 자신의 인생을 돌아보고 삶의 의미를 고통스럽게 되묻는데…. 죽음을 앞둔 한 인간이 자신의 삶 전체를 되짚어보며 그 의미를 파고드는 과정을 밀도 있게 그려냈다.,https://bookthumb-phinf.pstatic.net/cover/070/260/07026084.jpg?type=m5
소설,나라별 소설,러시아소설,39,죄와 벌 1,도스토옙스키,"이성의 광기 속으로 가라앉는 자폐적 청춘의 초상!러시아의 대문호 도스토예프스키의 대작 『죄와 벌』 제1권. 도스토예프스키가 8년간의 유형 생활 후 발표한 두 번째 작품으로, 인간의 내면 깊은 곳에 숨겨진 심리를 파헤치고 있다. 죄와 속죄에 대한 다양한 인식들이 서로 갈등하고 교차한다. 1860년대 후반의 페테르부르크. 지방 소도시 출신의 청년 라스콜니코프는 형편이 어려워 학업을 중단하고 ‘관’ 같은 방에 틀어박혀 자신만의 완벽한 계획을 세운다. 어느 날 저녁, 그는 머릿속으로 구상한 계획에 따라 전당포 노파의 그녀의 이복여동생을 도끼로 살해한다. 누구의 눈에도 띄지 않은 완전 범죄였지만, 예심판사는 그의 심리를 꿰뚫으며 압박해 온다. 이성과 관념만이 가득했던 라스콜니코프의 마음에는 조금씩 불안감이 싹트고, ..",https://bookthumb-phinf.pstatic.net/cover/068/741/06874109.jpg?type=m5
소설,나라별 소설,러시아소설,40,죄와 벌 2,도스토옙스키,"이성의 광기 속으로 가라앉는 자폐적 청춘의 초상!러시아의 대문호 도스토예프스키의 대작 『죄와 벌』 제2권. 도스토예프스키가 8년간의 유형 생활 후 발표한 두 번째 작품으로, 인간의 내면 깊은 곳에 숨겨진 심리를 파헤치고 있다. 죄와 속죄에 대한 다양한 인식들이 서로 갈등하고 교차한다. 1860년대 후반의 페테르부르크. 지방 소도시 출신의 청년 라스콜니코프는 형편이 어려워 학업을 중단하고 ‘관’ 같은 방에 틀어박혀 자신만의 완벽한 계획을 세운다. 어느 날 저녁, 그는 머릿속으로 구상한 계획에 따라 전당포 노파의 그녀의 이복여동생을 도끼로 살해한다. 누구의 눈에도 띄지 않은 완전 범죄였지만, 예심판사는 그의 심리를 꿰뚫으며 압박해 온다. 이성과 관념만이 가득했던 라스콜니코프의 마음에는 조금씩 불안감이 싹트고, ..",https://bookthumb-phinf.pstatic.net/cover/068/741/06874107.jpg?type=m5
소설,나라별 소설,러시아소설,41,안나 카레니나 1,레프 톨스토이,"인물의 수와 제한된 배경이라는 장르의 관습적 한계를 일부러 끌어안아 가장 높은 차원의 장편소설로 승화했다. 방대한 분량에도 불구하고 마치 미니시리즈를 주말에 1회부터 18회까지 한꺼번에 보면서 희열을 느끼는 것처럼 이야기는 몰입도와 독자의 감정을 쥐락펴락하는 흡인력을 가지고 시작부터 최후까지 흥미진진하게 전개된다. 독자는 책의 마지막 페이지를 덮으며 눈물을 흘리며 주인공 안나 카레니나의 편에 홀연히 선다. 그녀를 매도하는 사회를, 그녀를 마음으로 짓밟은 브론스키를, 매정한 남편 카레닌을 저주하면서……. 혹은 매서운 눈초리로 안나를 바라보는 반대편에 분연히 선다. 가정을 버리고, 아이를 버리고, 남편을 버리고, 애인까지 버린, 그리고 자기 자신조차 버린 여인을 용서하지 못한 채……. 혹은 한 여인을 둘러싼 사..",https://bookthumb-phinf.pstatic.net/cover/068/003/06800305.jpg?type=m5
소설,나라별 소설,러시아소설,42,안나 카레니나 3,레프 톨스토이,"인물의 수와 제한된 배경이라는 장르의 관습적 한계를 일부러 끌어안아 가장 높은 차원의 장편소설로 승화했다. 방대한 분량에도 불구하고 마치 미니시리즈를 주말에 1회부터 18회까지 한꺼번에 보면서 희열을 느끼는 것처럼 이야기는 몰입도와 독자의 감정을 쥐락펴락하는 흡인력을 가지고 시작부터 최후까지 흥미진진하게 전개된다. 독자는 책의 마지막 페이지를 덮으며 눈물을 흘리며 주인공 안나 카레니나의 편에 홀연히 선다. 그녀를 매도하는 사회를, 그녀를 마음으로 짓밟은 브론스키를, 매정한 남편 카레닌을 저주하면서……. 혹은 매서운 눈초리로 안나를 바라보는 반대편에 분연히 선다. 가정을 버리고, 아이를 버리고, 남편을 버리고, 애인까지 버린, 그리고 자기 자신조차 버린 여인을 용서하지 못한 채……. 혹은 한 여인을 둘러싼 사..",https://bookthumb-phinf.pstatic.net/cover/068/003/06800307.jpg?type=m5
소설,나라별 소설,러시아소설,43,안나 카레니나 2,레프 톨스토이,"인물의 수와 제한된 배경이라는 장르의 관습적 한계를 일부러 끌어안아 가장 높은 차원의 장편소설로 승화했다. 방대한 분량에도 불구하고 마치 미니시리즈를 주말에 1회부터 18회까지 한꺼번에 보면서 희열을 느끼는 것처럼 이야기는 몰입도와 독자의 감정을 쥐락펴락하는 흡인력을 가지고 시작부터 최후까지 흥미진진하게 전개된다. 독자는 책의 마지막 페이지를 덮으며 눈물을 흘리며 주인공 안나 카레니나의 편에 홀연히 선다. 그녀를 매도하는 사회를, 그녀를 마음으로 짓밟은 브론스키를, 매정한 남편 카레닌을 저주하면서……. 혹은 매서운 눈초리로 안나를 바라보는 반대편에 분연히 선다. 가정을 버리고, 아이를 버리고, 남편을 버리고, 애인까지 버린, 그리고 자기 자신조차 버린 여인을 용서하지 못한 채……. 혹은 한 여인을 둘러싼 사..",https://bookthumb-phinf.pstatic.net/cover/068/003/06800306.jpg?type=m5
소설,나라별 소설,러시아소설,44,외투,니콜라이 고골,"사회에서 억압당하는 소시민의 비극!러시아 문학사에 한 획을 그은 비판적 리얼리즘의 대가 고골의 작품 『외투』. 리얼리즘 문학의 창시자 고골이 현실과 환상의 경계에서 그려낸 러시아 문학의 정수를 엿볼 수 있다. 서류를 베껴 적는 일 외에는 아무런 즐거움이 없는 9급 문관 아카키의 인생에 어느 날 새로운 외투가 나타나 생기를 불어넣는다. 온갖 절약으로 장만한 새 외투를 입은 그는 지금까지와는 달리 활기차게 관청에 출근한다. 하지만 행복도 잠시, 아카키는 강도에게 외투를 빼앗긴다. 절망한 그는 경찰서장을 찾아가지만 소용이 없고, 고관을 찾아가 외투를 찾아달라고 호소하지만 오히려 심한 면박을 당하는데….",https://bookthumb-phinf.pstatic.net/cover/067/667/06766769.jpg?type=m5
